1,246,"Banco ABC Brasil S.A. ","http://www.abcbrasil.com.br/ "
2,356,"Banco ABN AMRO Real S.A. ","http://www.abnamro.com.br/ "
3,25,"Banco Alfa S.A. ","http://www.bancoalfa.com.br/ "
4,641,"Banco Alvorada S.A. ","Não possui site "
5,,"Banco American Express S.A. ","http://www.aexp.com/ "
6,29,"Banco Banerj S.A. ","http://www.banerj.com.br/ "
7,38,"Banco Banestado S.A. ","http://www.banestado.com.br/ "
8,740,"Banco Barclays S.A. ","http://www.barclays.com/ "
9,107,"Banco BBM S.A. ","http://www.bbmbank.com.br/ "
10,31,"Banco Beg S.A. ","http://www.itau.com.br/ "
11,36,"Banco Bem S.A. ","Não possui site "
12,394,"Banco BMC S.A. ","http://www.bmc.com.br/ "
13,318,"Banco BMG S.A. ","http://www.bancobmg.com.br/ "
14,752,"Banco BNP Paribas Brasil S.A. ","http://www.bnpparibas.com.br/ "
15,248,"Banco Boavista Interatlântico S.A. ","não possui site "
16,237,"Banco Bradesco S.A. ","http://www.bradesco.com.br/ "
17,225,"Banco Brascan S.A. ","http://www.bancobrascan.com.br/ "
18,263,"Banco Cacique S.A. ","http://www.bancocacique.com.br/ "
19,222,"Banco Calyon Brasil S.A. ","http://www.calyon.com.br/ "
20,40,"Banco Cargill S.A. ","http://www.bancocargill.com.br/ "
21,745,"Banco Citibank S.A. ","http://www.citibank.com/brasil "
22,215,"Banco Comercial e de Investimento Sudameris S.A. ","Não possui site"
23,756,"Banco Cooperativo do Brasil S.A. - BANCOOB ","http://www.bancoob.com.br/ "
24,748,"Banco Cooperativo Sicredi S.A. - BANSICREDI ","http://www.bansicredi.com.br/ "
25,505,"Banco Credit Suisse (Brasil) S.A. ","http://www.csfb.com/ "
26,229,"Banco Cruzeiro do Sul S.A. ","http://www.bcsul.com.br/ "
27,3,"Banco da Amazônia S.A. ","http://www.bancoamazonia.com.br/ "
28,707,"Banco Daycoval S.A. ","http://www.daycoval.com.br/ "
29,,"Banco de Lage Landen Brasil S.A. ","http://www.delagelanden.com/ "
30,24,"Banco de Pernambuco S.A. - BANDEPE ","http://www.bandepe.com.br/ "
31,456,"Banco de Tokyo-Mitsubishi Brasil S.A. ","http://www.btm.com.br/ "
32,214,"Banco Dibens S.A. ","http://www.bancodibens.com.br/ "
33,1,"Banco do Brasil S.A. ","http://www.bb.com.br/ "
34,27,"Banco do Estado de Santa Catarina S.A. ","http://www.besc.com.br/ "
35,33,"Banco do Estado de São Paulo S.A. - Banespa ","http://www.banespa.com.br/ "
36,47,"Banco do Estado de Sergipe S.A. ","http://www.banese.com.br/ "
37,37,"Banco do Estado do Pará S.A. ","http://www.banparanet.com.br/ "
38,41,"Banco do Estado do Rio Grande do Sul S.A. ","http://www.banrisul.com.br/ "
39,4,"Banco do Nordeste do Brasil S.A. ","http://www.banconordeste.gov.br/ "
40,265,"Banco Fator S.A. ","http://www.bancofator.com.br/ "
41,,"Banco Fiat S.A. ","http://www.bancofiat.com.br/ "
42,224,"Banco Fibra S.A. ","http://www.bancofibra.com.br/ "
43,175,"Banco Finasa S.A. ","não possui site "
44,252,"Banco Fininvest S.A. ","http://www.fininvest.com.br/ "
45,233,"Banco GE Capital S.A. ","http://www.bancoge.com.br/ "
46,,"Banco General Motors S.A. ","http://www.bancogm.com.br/ "
47,734,"Banco Gerdau S.A. ","http://www.bancogerdau.com.br/ "
48,612,"Banco Guanabara S.A. ","não possui site "
49,63,"Banco Ibi S.A. Banco Múltiplo ","Não possui site "
50,604,"Banco Industrial do Brasil S.A. ","http://www.bancoindustrial.com.br/ "
51,320,"Banco Industrial e Comercial S.A. ","http://www.bicbanco.com.br/ "
52,653,"Banco Indusval S.A. ","http://www.indusval.com.br/ "
53,630,"Banco Intercap S.A. ","http://www.intercap.com.br/ "
54,249,"Banco Investcred Unibanco S.A. ","Não possui site "
55,48,"Banco Itaú BBA S.A. ","http://www.itaubba.com.br/ "
56,652,"Banco Itaú Holding Financeira S.A. ","http://www.itau.com.br/ "
57,341,"Banco Itaú S.A. ","http://www.itau.com.br/ "
58,,"Banco Itaucred Financiamentos S.A. ","http://www.itaucred.com.br/ "
59,,"Banco Itausaga S.A. ","http://www.itau.com.br/ "
60,376,"Banco J. P. Morgan S.A. ","http://www.jpmorgan.com/ "
61,74,"Banco J. Safra S.A. ","http://www.jsafra.com.br/ "
62,757,"Banco KEB do Brasil S.A. ","não possui site "
63,600,"Banco Luso Brasileiro S.A. ","http://www.lusobrasileiro.com.br/ "
64,392,"Banco Mercantil de São Paulo S.A. ","não possui site "
65,389,"Banco Mercantil do Brasil S.A. ","http://www.mercantil.com.br/ "
66,755,"Banco Merrill Lynch de Investimentos S.A. ","http://www.ml.com/ "
67,151,"Banco Nossa Caixa S.A. ","http://www.nossacaixa.com.br/ "
68,45,"Banco Opportunity S.A. ","http://www.opportunity.com.br/ "
69,208,"Banco Pactual S.A. ","http://www.pactual.com.br/ "
70,623,"Banco Panamericano S.A. ","http://www.panamericano.com.br/ "
71,611,"Banco Paulista S.A. ","http://www.bancopaulista.com.br/ "
72,643,"Banco Pine S.A. ","http://www.bancopine.com.br/ "
73,638,"Banco Prosper S.A. ","http://www.bancoprosper.com.br/ "
74,747,"Banco Rabobank International Brasil S.A. ","http://www.rabobank.com/ "
75,633,"Banco Rendimento S.A. ","http://www.rendimento.com.br/ "
76,72,"Banco Rural Mais S.A. ","http://www.rural.com.br/ "
77,453,"Banco Rural S.A. ","http://www.rural.com.br/ "
78,422,"Banco Safra S.A. ","http://www.safra.com.br/ "
79,353,"Banco Santander Brasil S.A. ","http://www.santander.com.br/ "
80,8,"Banco Santander Meridional S.A. ","http://www.meridional.com.br/ "
81,351,"Banco Santander S.A. ","http://www.santander.com.br/ "
82,250,"Banco Schahin S.A. ","http://www.bancoschahin.com.br/ "
83,749,"Banco Simples S.A. ","http://www.bancosimples.com.br/ "
84,366,"Banco Société Générale Brasil S.A. ","http://www.sgbrasil.com.br/ "
85,637,"Banco Sofisa S.A. ","http://www.sofisa.com.br/ "
86,347,"Banco Sudameris Brasil S.A. ","http://www.sudameris.com.br/ "
87,464,"Banco Sumitomo Mitsui Brasileiro S.A. ","http://não%20possue%20site/ "
88,634,"Banco Triângulo S.A. ","http://www.tribanco.com.br/ "
89,247,"Banco UBS S.A. ","http://www.ubsw.com/ "
90,116,"Banco Único S.A. ","http://www.unibanco.com.br/ "
91,655,"Banco Votorantim S.A. ","http://www.bancovotorantim.com.br/ "
